folder,file,sequence,domain,kingdom,phylum,class,order,family
2955912,GCF_001470895.1_ViralProj306291_genomic.fna,NC_028653.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zierdtviridae
2955917,GCF_017903645.1_ASM1790364v1_genomic.fna,NC_055839.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Foxquatrovirus
2955918,GCF_017903555.1_ASM1790355v1_genomic.fna,NC_055835.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Foxunavirus
2955922,GCF_019089665.1_ASM1908966v1_genomic.fna,NC_062745.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Forsetiviridae
2955924,GCF_000901695.1_ViralProj181073_genomic.fna,NC_019443.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2955927,GCF_023122735.1_ASM2312273v1_genomic.fna,NC_076615.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales
2955929,GCF_023147455.1_ASM2314745v1_genomic.fna,NC_076860.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales
2955935,GCF_000856665.10_ViralMultiSegProj15055_genomic.fna,NC_006307.2,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Insthoviricetes
2955940,GCF_023138235.1_ASM2313823v1_genomic.fna,NC_076779.1,Viruses,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales
2955942,GCF_016456145.1_ASM1645614v1_genomic.fna,NC_052974.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2955943,GCF_005394165.1_ASM539416v1_genomic.fna,NC_049454.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Peduoviridae
2955944,GCF_004521815.1_ASM452181v1_genomic.fna,NC_049448.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Peduoviridae
2955946,GCF_003958705.1_ASM395870v1_genomic.fna,NC_049343.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Peduoviridae
2955947,GCF_000886695.1_ViralProj39923_genomic.fna,NC_013085.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2955953,GCF_000914035.1_ViralProj230589_genomic.fna,NC_022985.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gladiatorvirus
2955956,GCF_000891835.1_ViralProj64715_genomic.fna,NC_015289.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2955958,GCF_000905555.1_ViralProj195515_genomic.fna,NC_020875.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2955959,GCF_003846825.1_ASM384682v1_genomic.fna,NC_040321.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales
2955961,GCF_000894075.1_ViralProj78693_genomic.fna,NC_016434.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zierdtviridae
2955964,GCF_001744575.1_ViralProj344161_genomic.fna,NC_031020.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
2955965,GCF_019089785.1_ASM1908978v1_genomic.fna,NC_062747.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pachyviridae
2955966,GCF_008704725.1_ASM870472v1_genomic.fna,NC_053011.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2955967,GCF_003260715.1_ASM326071v1_genomic.fna,NC_075274.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2955968,GCF_000909275.1_ViralProj206499_genomic.fna,NC_021330.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Thumleimavirales
2955970,GCF_023156615.1_ASM2315661v1_genomic.fna,NC_078575.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Hadakaviridae,Hadakavirus
2955971,GCF_000908655.1_ViralProj206496_genomic.fna,NC_021328.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Thumleimavirales
2955972,GCF_001503075.1_ViralProj307841_genomic.fna,NC_028955.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2955979,GCF_000907635.1_ViralProj206494_genomic.fna,NC_021340.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Saparoviridae
2955982,GCF_019089795.1_ASM1908979v1_genomic.fna,NC_062748.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Aggregaviridae
2955984,GCF_020498035.1_ASM2049803v1_genomic.fna,NC_062757.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kirjokansivirales
2955985,GCF_023148445.1_ASM2314844v1_genomic.fna,NC_076891.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales
2955986,GCF_015161355.1_ASM1516135v1_genomic.fna,NC_055908.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Salasmaviridae
2955987,GCF_000851365.1_ViralMultiSegProj14791_genomic.fna,NC_003739.1,Viruses,Riboviria,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales
2955988,GCF_003846845.1_ASM384684v1_genomic.fna,NC_040335.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales
2955989,GCF_016759225.1_ASM1675922v1_genomic.fna,NC_055915.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Immutovirus
2955990,GCF_009860215.1_ASM986021v1_genomic.fna,NC_051586.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
2955992,GCF_019089805.1_ASM1908980v1_genomic.fna,NC_062749.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Duneviridae
2955993,GCF_023141965.1_ASM2314196v1_genomic.fna,NC_076855.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales
2955994,GCF_012979645.1_ASM1297964v1_genomic.fna,NC_052989.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2955998,GCF_016528255.1_ASM1652825v1_genomic.fna,NC_055828.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales
2956000,GCF_003442275.1_ASM344227v1_genomic.fna,NC_054661.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Arquatrovirinae
2956010,GCF_003226635.1_ASM322663v1_genomic.fna,NC_055720.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
2956015,GCF_000917155.1_ViralProj240012_genomic.fna,NC_023604.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gclasvirinae
2956041,GCF_000914915.1_ViralProj240593_genomic.fna,NC_023693.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Stephanstirmvirinae
2956043,GCF_002744155.1_ASM274415v1_genomic.fna,NC_055731.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zierdtviridae
2956045,GCF_003004875.1_ASM300487v1_genomic.fna,NC_055721.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
2956049,GCF_004519775.1_ASM451977v1_genomic.fna,NC_049452.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Peduoviridae
2956052,GCF_000893295.1_ViralProj64565_genomic.fna,NC_015266.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Peduoviridae
2956053,GCF_003442555.1_ASM344255v1_genomic.fna,NC_049977.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales
2956056,GCF_000955055.1_ViralProj276870_genomic.fna,NC_026603.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Weiservirinae
2956058,GCF_023156525.1_ASM2315652v1_genomic.fna,NC_078561.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes
2956059,GCF_002628705.1_ASM262870v1_genomic.fna,NC_054793.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kimonavirus
2956062,GCF_015502185.1_ASM1550218v1_genomic.fna,NC_052979.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2956068,GCF_002612225.1_ASM261222v1_genomic.fna,NC_054421.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Korravirus
2956092,GCF_003364755.1_ASM336475v1_genomic.fna,NC_053241.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kroosvirus
2956095,GCF_002743955.1_ASM274395v1_genomic.fna,NC_053512.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vilmaviridae
2956096,GCF_006384355.1_ASM638435v1_genomic.fna,NC_054465.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kunmingvirus
2956098,GCF_023120035.1_ASM2312003v1_genomic.fna,NC_076561.1,Viruses,Riboviria,Orthornavirae,Lenarviricota,Howeltoviricetes,Cryppavirales
2956100,GCF_023156575.1_ASM2315657v1_genomic.fna,NC_078564.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes
2956101,GCF_023156595.1_ASM2315659v1_genomic.fna,NC_078566.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes
2956102,GCF_020498605.1_ASM2049860v1_genomic.fna,NC_062759.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Thumleimavirales
2956105,GCF_001505295.1_ViralProj307964_genomic.fna,NC_028812.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2956108,GCF_019089885.1_ASM1908988v1_genomic.fna,NC_062750.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Helgolandviridae
2956122,GCF_016103595.1_ASM1610359v1_genomic.fna,NC_053246.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Lilbeanievirus
2956123,GCF_009186365.1_ASM918636v1_genomic.fna,NC_051582.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
2956125,GCF_000890855.1_ViralProj64711_genomic.fna,NC_015287.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956126,GCF_000907675.1_ViralProj207837_genomic.fna,NC_021471.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kirjokansivirales
2956130,GCF_003308815.1_ASM330881v1_genomic.fna,NC_073755.1,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2956131,GCF_000982365.1_ViralProj282475_genomic.fna,NC_026923.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956134,GCF_001501235.1_ViralProj307747_genomic.fna,NC_028849.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Luchadorvirus
2956138,GCF_000910815.1_ViralProj215117_genomic.fna,NC_022052.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vilmaviridae
2956139,GCF_023155325.1_ASM2315532v1_genomic.fna,NC_076912.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales
2956144,GCF_000982345.1_ViralProj282478_genomic.fna,NC_026924.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956146,GCF_000875025.1_ViralProj29079_genomic.fna,NC_010495.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Macdonaldcampvirus
2956148,GCF_023123065.1_ASM2312306v1_genomic.fna,NC_076648.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956181,GCF_003428315.1_ASM342831v1_genomic.fna,NC_055761.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956185,GCF_014857005.1_ASM1485700v1_genomic.fna,NC_054147.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Manovirus
2956186,GCF_011067295.1_ASM1106729v1_genomic.fna,NC_053013.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2956187,GCF_023148365.1_ASM2314836v1_genomic.fna,NC_076889.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rohanvirales
2956188,GCF_023148085.1_ASM2314808v1_genomic.fna,NC_076880.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rivendellvirales
2956190,GCF_003571885.1_ASM357188v1_genomic.fna,NC_062738.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Methanobavirales
2956191,GCF_015502035.1_ASM1550203v1_genomic.fna,NC_054148.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Micavirus
2956195,GCF_000905695.1_ViralProj186951_genomic.fna,NC_020159.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Thumleimavirales
2956196,GCF_020498625.1_ASM2049862v1_genomic.fna,NC_062760.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Thumleimavirales
2956197,GCF_004128995.1_ASM412899v1_genomic.fna,NC_040524.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rohanvirales
2956199,GCF_019089895.1_ASM1908989v1_genomic.fna,NC_062751.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Molycolviridae
2956200,GCF_003013925.1_ASM301392v1_genomic.fna,NC_051721.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gracegardnervirinae
2956206,GCF_001503535.1_ViralProj307935_genomic.fna,NC_028940.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
2956208,GCF_015992465.1_ASM1599246v1_genomic.fna,NC_054432.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Mycoabscvirus
2956210,GCF_002628805.1_ASM262880v1_genomic.fna,NC_054791.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Myradeevirus
2956212,GCF_000880475.1_ViralProj31279_genomic.fna,NC_011273.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ceeclamvirinae
2956213,GCF_023131745.1_ASM2313174v1_genomic.fna,NC_076730.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rivendellvirales
2956214,GCF_019089955.1_ASM1908995v1_genomic.fna,NC_062753.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Assiduviridae
2956221,GCF_000907715.1_ViralProj209065_genomic.fna,NC_021530.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956223,GCF_000890815.1_ViralProj64695_genomic.fna,NC_015279.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956224,GCF_023155205.1_MrGV_genomic.fna,NC_076908.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales
2956229,GCF_015620935.1_ASM1562093v1_genomic.fna,NC_055826.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Naomviridae
2956232,GCF_023131915.1_ASM2313191v1_genomic.fna,NC_076735.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956234,GCF_017903485.1_ASM1790348v1_genomic.fna,NC_055840.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae
2956235,GCF_002743735.1_ASM274373v1_genomic.fna,NC_054664.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Arquatrovirinae
2956240,GCF_000870005.1_ViralProj17541_genomic.fna,NC_008296.2,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956245,GCF_023156625.1_ASM2315662v1_genomic.fna,NC_078579.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Ellioviricetes
2956252,GCF_000859285.1_ViralMultiSegProj15248_genomic.fna,NC_007026.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Duplopiviricetes,Durnavirales
2956262,GCF_003034705.1_ASM303470v1_genomic.fna,NC_052932.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Orlajensenviridae
2956265,GCF_003930115.1_ASM393011v1_genomic.fna,NC_055735.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae
2956268,GCF_003443495.1_ASM344349v1_genomic.fna,NC_049978.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Crassvirales
2956282,GCF_023155645.1_ASM2315564v1_genomic.fna,NC_076922.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956283,GCF_009388365.1_ASM938836v1_genomic.fna,NC_055824.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Schitoviridae
2956300,GCF_019090025.1_ASM1909002v1_genomic.fna,NC_062754.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Winoviridae
2956310,GCF_003365575.1_ASM336557v1_genomic.fna,NC_054787.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pharaohvirus
2956312,GCF_023155605.1_ASM2315560v1_genomic.fna,NC_076921.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956313,GCF_023148355.1_ASM2314835v1_genomic.fna,NC_076888.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Rivendellvirales
2956314,GCF_001470455.1_ViralProj306344_genomic.fna,NC_028662.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Phleivirus
2956315,GCF_003226615.1_ASM322661v1_genomic.fna,NC_052976.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2956317,GCF_006964885.1_ASM696488v1_genomic.fna,NC_054727.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Phrappuccinovirus
2956318,GCF_001502595.1_ViralProj307741_genomic.fna,NC_028791.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Gclasvirinae
2956325,GCF_003366275.1_ASM336627v1_genomic.fna,NC_055758.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zierdtviridae
2956326,GCF_020498635.1_ASM2049863v1_genomic.fna,NC_062761.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Suolaviridae
2956327,GCF_000841525.1_ViralProj14307_genomic.fna,NC_005131.2,Viruses,Monodnaviria,Loebvirae,Hofneiviricota,Faserviricetes,Tubulavirales
2956330,GCF_000982305.1_ViralProj282477_genomic.fna,NC_026926.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956343,GCF_006530355.1_ASM653035v1_genomic.fna,NC_054723.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Puppervirus
2956344,GCF_007051325.1_ASM705132v1_genomic.fna,NC_051739.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Pclasvirinae
2956346,GCF_902150585.1_ESSI2_ev040_genomic.fna,NC_049393.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Peduoviridae
2956351,GCF_000927955.1_ViralMultiSegProj268863_genomic.fna,NC_025795.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Insthoviricetes
2956352,GCF_004338005.1_ASM433800v1_genomic.fna,NC_051585.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
2956355,GCF_000897855.1_ViralProj177540_genomic.fna,NC_018832.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2956357,GCF_002614565.1_ASM261456v1_genomic.fna,NC_054785.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Refugevirus
2956359,GCF_023119545.1_ASM2311954v1_genomic.fna,NC_076534.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956364,GCF_004208775.1_ASM420877v1_genomic.fna,NC_062739.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kirjokansivirales
2956367,GCF_002617525.1_ASM261752v1_genomic.fna,NC_053515.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Vilmaviridae
2956368,GCF_023124315.1_ASM2312431v1_genomic.fna,NC_076677.1,Viruses,Riboviria,Orthornavirae,Lenarviricota,Miaviricetes,Ourlivirales
2956372,GCF_023124625.1_ASM2312462v1_genomic.fna,NC_076706.1,Viruses,Monodnaviria,Shotokuvirae,Cressdnaviricota,Arfiviricetes,Cirlivirales
2956374,GCF_023148045.1_ASM2314804v1_genomic.fna,NC_076879.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956376,GCF_013084985.1_ASM1308498v1_genomic.fna,NC_054433.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Rosariovirus
2956382,GCF_003093935.1_ASM309393v2_genomic.fna,NC_055743.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Straboviridae
2956385,GCF_002958325.1_ASM295832v1_genomic.fna,NC_054792.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Sagamiharavirus
2956386,GCF_003613875.1_ASM361387v1_genomic.fna,NC_051583.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Bclasvirinae
2956387,GCF_000910115.1_ViralProj206493_genomic.fna,NC_021329.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kirjokansivirales
2956388,GCF_001881875.1_ViralProj353714_genomic.fna,NC_031918.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Saltrevirus
2956389,GCF_015244885.1_ASM1524488v1_genomic.fna,NC_054657.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Arquatrovirinae
2956396,GCF_000907655.1_ViralProj206498_genomic.fna,NC_021319.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Saparoviridae
2956398,GCF_000917135.1_ViralProj240008_genomic.fna,NC_023607.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Santafevirus
2956399,GCF_023156705.1_ASM2315670v1_genomic.fna,NC_078607.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Polyploviricotina,Insthoviricetes
2956401,GCF_003443035.1_ASM344303v1_genomic.fna,NC_054436.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Ruthgordonvirinae
2956425,GCF_000925595.1_ViralProj265900_genomic.fna,NC_025387.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956426,GCF_000918375.1_ViralProj240047_genomic.fna,NC_023587.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956429,GCF_000909335.1_ViralProj209066_genomic.fna,NC_021537.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kirjokansivirales
2956430,GCF_004146745.1_ASM414674v1_genomic.fna,NC_054640.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Segzyvirus
2956431,GCF_015502085.1_ASM1550208v1_genomic.fna,NC_054658.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Arquatrovirinae
2956433,GCF_002629125.1_ASM262912v1_genomic.fna,NC_052975.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2956437,GCF_002619805.1_ASM261980v1_genomic.fna,NC_052968.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2956439,GCF_002623685.1_ASM262368v1_genomic.fna,NC_055719.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956442,GCF_006863845.1_ASM686384v1_genomic.fna,NC_052985.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Casjensviridae
2956443,GCF_001504315.1_ViralProj307930_genomic.fna,NC_028914.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Sheenvirus
2956444,GCF_001882315.1_ViralProj353670_genomic.fna,NC_031924.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Shuimuvirus
2956445,GCF_023122955.1_ASM2312295v1_genomic.fna,NC_076637.1,Viruses,Riboviria,Orthornavirae,Pisuviricota,Pisoniviricetes,Nidovirales
2956449,GCF_000885235.1_ViralProj40127_genomic.fna,NC_013135.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956453,GCF_000870185.1_ViralProj18009_genomic.fna,NC_008514.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956458,GCF_002622285.1_ASM262228v1_genomic.fna,NC_054645.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Skatevirus
2956463,GCF_011067365.1_ASM1106736v1_genomic.fna,NC_054725.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Skogvirus
2956465,GCF_002956095.1_ASM295609v1_genomic.fna,NC_055732.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zierdtviridae
2956469,GCF_001885345.1_ViralProj353687_genomic.fna,NC_031944.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Kyanoviridae
2956470,GCF_009688925.1_ASM968892v1_genomic.fna,NC_054726.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Stormageddonvirus
2956473,GCF_023147955.1_ASM2314795v1_genomic.fna,NC_076876.1,Viruses,Riboviria,Orthornavirae,Negarnaviricota,Haploviricotina,Monjiviricetes
2956475,GCF_003442335.1_ASM344233v1_genomic.fna,NC_055763.1,Viruses,Duplodnaviria,Heunggongvirae,Uroviricota,Caudoviricetes,Zierdtviridae
